回数,種別,科目名,番号,問題文,選択肢１,選択肢２,選択肢３,選択肢４,答
30,按マ指,経絡経穴概論,98,同じ高さに並ぶ経穴はどれか。,身柱と風門,至陽と膏肓,中脘と不容,石門と大巨,4
30,按マ指,経絡経穴概論,99,上腕骨下部外側縁に起始し、橈骨茎状突起に停止する筋上にある経穴はどれか。,孔最,郄門,曲沢,太淵,1
30,按マ指,経絡経穴概論,100,肩関節の回旋筋腱板を構成する筋上にある経穴はどれか。,臂臑,天髎,巨骨,臑会,3
30,按マ指,経絡経穴概論,101,郄穴の部位はどれか。,足内側、第1中足骨底内側の遠位陥凹部、赤白肉際,足内側、内果後下方、踵骨上方、アキレス腱付着部内側前方の陥凹部,下腿外側、腓骨の前方、外果尖の上方7寸,下腿前外側、前脛骨筋外縁、外果尖の上方8寸,3
30,按マ指,経絡経穴概論,102,胸鎖乳突筋の前縁にある経穴はどれか。,扶突,人迎,欠盆,完骨,2
30,按マ指,経絡経穴概論,103,尺骨神経溝部にある経穴はどれか。,小海,消濼,神門,支正,1
30,按マ指,経絡経穴概論,104,手関節横紋からの長さが温溜と同じなのはどれか。,郄門,孔最,通里,三陽絡,1
30,按マ指,経絡経穴概論,105,内果尖の上方5寸にあるのはどれか。,光明,地機,飛揚,蠡溝,4
30,按マ指,経絡経穴概論,106,小円筋上にある経穴の部位はどれか。,肩関節の後下方、腋窩横紋後端の上方1寸,肩甲棘の中点と肩甲骨下角を結んだ線上、肩甲棘から3分の1にある陥凹部,棘上窩、肩甲棘中点の上方,第1胸椎棘突起下縁と同じ高さ、後正中線の外方3寸,1
30,按マ指,経絡経穴概論,107,圧痛と索状硬結がみられるのはどれか。,圧診点,トリガーポイント,ヘッド帯,良導点,2
30,按マ指,経絡経穴概論,108,撮診点と関係するのはどれか。,体性‒運動反射,体性‒内臓反射,内臓‒体表反射,内臓‒内臓反射,3
30,按マ指,東洋医学臨床論,109,ヘバーデン結節の局所に施術する手技として最も適切なのはどれか。,横手,二指軽擦,指頭叩打,ろとう揉捏,2
30,按マ指,東洋医学臨床論,110,C6神経根障害でみられる所見はどれか。,腕橈骨筋反射の減弱,母指対立筋の筋力低下,エデンテスト陽性,トレムナー反射陽性,1
30,按マ指,東洋医学臨床論,111,次の文で示す症例の絞扼部位として施術対象となる筋で最も適切なのはどれか。「26歳の女性。1か月前から右上腕から手指にかけてのしびれと冷感がある。電車のつり革に長時間つかまっていると症状が悪化する。ジャクソンテスト陰性、モーレイテスト陰性、ライトテスト陽性。」,斜角筋,小胸筋,僧帽筋,上腕筋,2
30,按マ指,東洋医学臨床論,112,次の文で示す症例で、症状の再現が最もみられる徒手検査法はどれか。「52歳の男性。主訴は右大腸兪あたりの腰痛。腰を反らすと同側の胞肓から環跳にかけて放散痛があるが、承扶以下の下肢のしびれはない。」,SLRテスト,ケンプテスト,パトリックテスト,フライバーグテスト,2
30,按マ指,東洋医学臨床論,113,次の文で示す症例で、デルマトームを考慮した施術部位として最も適切なのはどれか。「45歳の男性。右下肢痛で近医を受診してMRI検査にて腰椎椎間板ヘルニアと診断された。右足関節と右母指の背屈力低下がみられる。膝蓋腱反射とアキレス腱反射は正常。」,衝陽,陰陵泉,委中,風市,1
30,按マ指,東洋医学臨床論,114,小児喘息の症状緩和を目的に軽擦法を行う場合、施術対象部位として最も適切なのはどれか。,頭頂部,前胸部,下腹部,腰部,2
30,按マ指,東洋医学臨床論,115,次の文で示す症例で、患側にみられる所見はどれか。「68歳の男性。最近右足の冷えが強く、5分程度の歩行で右ふくらはぎが痛み、歩行困難となる。一定時間の休息で再び歩けるようになるが、休息姿勢に特徴はない。喫煙習慣があり、血圧が高いが、血糖値は正常である。」,後脛骨動脈拍動減弱,トンプソンテスト陽性,ボンネットテスト陽性,アキレス腱反射減弱,1
30,按マ指,東洋医学臨床論,116,直腸性便秘の患者に対する生活指導で最も優先すべきなのはどれか。,野菜中心の食事を摂る。,水分を多めに摂る。,排便の習慣をつける。,腹筋の強化を行う。,3
30,按マ指,東洋医学臨床論,117,次の文で示す症例で、障害されている神経への局所治療穴として適切なのはどれか。「60歳の女性。片側の額にしわを寄せることができず、口角が下がり、食べ物がこぼれる。」,百会,天柱,翳風,風池,3
30,按マ指,東洋医学臨床論,118,トレンデレンブルグ歩行がみられる患者で施術対象となる筋はどれか。,腸腰筋,大腿四頭筋,中殿筋,梨状筋,3
30,按マ指,東洋医学臨床論,119,末梢神経麻痺と萎縮した筋に対する施術部位の組合せで最も適切なのはどれか。,正中神経麻痺———母指球,橈骨神経麻痺———小指球,筋皮神経麻痺———前腕前側,尺骨神経麻痺———前腕後側,1
30,按マ指,東洋医学臨床論,120,次の文で示す症例で、圧痛がみられる経穴として最も適切なのはどれか。「55歳の女性。半年前から左耳の後ろから側頭部にかけてビリッと電気が走るような痛みが繰り返し起こっている。めまい、悪心はない。」,天柱,懸釐,完骨,百会,3
30,按マ指,東洋医学臨床論,121,片麻痺により尖足がみられる患者に対して、筋緊張緩和を目的に施術する場合、最も適切な筋はどれか。,膝窩筋,前脛骨筋,第三腓骨筋,下腿三頭筋,4
30,按マ指,東洋医学臨床論,122,サルコペニアの診断基準はどれか。,長坐体前屈,肺活量,骨密度,握力,4
30,按マ指,東洋医学臨床論,123,治療と進行抑制を目的として大腿四頭筋のストレッチが適応となるのはどれか。,鵞足炎,モートン病,オスグッド病,シンスプリント,3
30,按マ指,東洋医学臨床論,124,次の文で示す症例で、圧痛が最もみられる経穴はどれか。「12歳の男児。少年野球のピッチャー。オーバースローで投球練習をしていて最近コックアップ期に肘の痛みを感じるようになった。」,天井,少海,尺沢,曲沢,2
30,按マ指,東洋医学臨床論,125,下腿コンパートメント症候群と障害される神経の組合せで最も適切なのはどれか。,前方コンパートメント———脛骨神経,外側コンパートメント———浅腓骨神経,浅後方コンパートメント———伏在神経,深後方コンパートメント———深腓骨神経,2
30,按マ指,東洋医学臨床論,126,小腹不仁を診るのはどれか。,望診,聞診,問診,切診,4
30,按マ指,東洋医学臨床論,127,遊走性の痛みの原因となる外邪はどれか。,寒邪,熱邪,風邪,湿邪,3
30,按マ指,東洋医学臨床論,128,次の文で示す病証の随伴症状として最もみられるのはどれか。「55歳の男性。2週間前から眠れなくなった。寝てもすぐに目が覚めてしまい、夢ばかりみる。寝汗もひどくかくようになった。舌尖は紅、脈は細数を認める。」,手足のほてり,足のだるさ,軟便,季肋部の張り,1
30,按マ指,東洋医学臨床論,129,次の文で示す病証に対する治療方針として最も適切なのはどれか。「37歳の男性。主訴は肩こり。長時間のパソコン業務で眼精疲労がひどく、目のかすみ、めまい、不眠、筋肉のひきつりを伴う。舌は淡、脈は細を認める。」,腎陰を養う。,寒邪を除く。,肝血を補う。,痰湿を除く。,3
30,按マ指,東洋医学臨床論,130,次の文で示す病証に対して募穴を用いて施術する場合、最も適切なのはどれか。「38歳の男性。主訴は頸から上肢にかけてのしびれと痛み。事務職のため坐位での作業が長い。日頃から冷たいものをよく飲む。上肢は痛んで重い。四肢は冷えてむくみがみられる。舌は胖大、滑苔、脈は滑を認める。」,章門,期門,天枢,中極,1
30,按マ指,東洋医学臨床論,131,次の文で示す経脈病証に対して原穴に施術する場合、最も適切なのはどれか。「48歳の女性。手掌がほてり、しびれもある。腋窩の腫れや季肋部のつかえ、胸痛も感じる。」,大陵,太淵,合谷,陽池,1
30,按マ指,東洋医学臨床論,132,次の文で示す病証で施術対象となる経脈はどれか。「72歳の男性。主訴は腰痛。徐々に発病し、我慢できる程度の痛みが長く続くようになった。難聴があり手足が冷たく、精神的な疲労を感じる。舌は淡、脈は細を認める。」,足の太陰経,足の少陰経,足の少陽経,足の陽明経,2
30,按マ指,東洋医学臨床論,133,頭痛の部位と経脈流注を考慮した治療穴の組合せで最も適切なのはどれか。,前頭部痛———金門,側頭部痛———地機,後頭部痛———水泉,頭頂部痛———中都,4
30,按マ指,東洋医学臨床論,134,次の文で示す病証で最も適切なのはどれか。「41歳の男性。脱毛症で頭髪は全体的に薄く乾燥して艶がない。顔面蒼白でめまい、動悸、息切れを伴う。舌は淡、薄苔、脈は細弱を認める。」,肝腎陰虚,心火亢盛,気滞血瘀,気血両虚,4
30,按マ指,東洋医学臨床論,135,加齢による陽萎に対する治療穴で最も適切なのはどれか。,肝兪,心兪,腎兪,脾兪,3
30,按マ指,東洋医学臨床論,136,血虚による所見として適切なのはどれか。,経早,顔面紅潮,数脈,淡白舌,4
30,按マ指,東洋医学臨床論,137,次の文で示す病証に対する治療方針として最も適切なのはどれか。「35歳の男性。主訴は咳嗽。動くとすぐ息切れし、風邪を引きやすい。舌は淡、薄白苔、脈は緩弱を認める。」,腎陽を補う。,腎精を補う。,肺陰を補う。,肺気を補う。,4
